,channels,gts,has_logo,listed,name_length,num_payouts,sale_duration2,user_age,user_type,US_ind,delivery_ind,org_desc_ind,org_fb_ind,org_twitter_ind,payee_name_ind,venue_US_ind,fraud,hour_user_created,hour_event_created,diff_event_user (hours),naive_bayes_name,naive_bayes_descr,name_pct_upper
51,6,321.28,0,1,32,1,132,77,1,1,0,0,0,0,1,1,1,2,8,1829.63944444,0,0,0.142857142857
52,11,10364.13,1,1,23,0,70,0,3,0,1,0,0,0,0,0,0,9,9,0.0,0,0,0.3125
53,13,267.69,0,1,78,4,53,383,3,0,0,1,1,1,0,0,0,18,13,9187.10666667,0,0,0.836363636364
54,11,16276.45,1,1,32,0,6,0,1,0,0,1,0,1,0,0,1,21,21,0.000277777777778,0,0,0.142857142857
55,8,1439.82,1,1,21,21,219,90,3,0,1,1,0,0,0,0,0,16,9,2153.40527778,0,0,0.1
56,6,969.36,1,1,57,1034,56,553,3,1,1,1,1,1,1,0,0,20,14,13266.5725,0,0,0.195652173913
57,5,442.67,1,1,9,15,47,312,3,0,0,1,1,1,0,0,0,9,19,7497.40333333,0,0,1.0
58,8,88.36,1,1,17,0,71,0,3,1,1,1,0,0,0,1,0,19,19,0.000277777777778,0,0,1.0
59,12,329.39,1,1,45,1,17,0,1,0,0,0,0,0,0,0,0,19,19,0.000277777777778,0,0,0.142857142857
60,5,349.79,1,1,9,17,28,380,3,0,0,1,1,1,0,0,0,9,15,9125.08694444,0,0,1.0
61,6,7991.66,1,1,139,2,13,536,3,1,0,1,0,0,0,1,0,0,18,12857.2266667,0,0,0.515151515152
62,11,18395.0,1,1,14,0,63,63,4,1,1,0,0,0,1,1,0,17,18,1513.47194444,0,0,0.375
63,6,32.11,1,1,24,0,8,166,4,0,0,1,1,1,0,0,0,2,11,3968.63277778,0,0,0.210526315789
64,5,1289.28,1,1,7,2,8,47,1,1,0,1,0,0,0,1,0,2,1,1127.47416667,0,0,0.4
65,8,580.0,1,1,74,27,32,968,3,1,1,1,1,1,0,0,0,16,5,23244.8738889,0,0,0.235294117647
66,5,65.28,1,1,46,0,34,460,1,1,0,1,1,1,0,1,0,20,22,11041.5138889,0,0,0.342105263158
67,5,67.24,1,1,119,0,42,108,4,1,0,1,0,0,0,1,0,23,22,2591.61333333,0,0,0.139784946237
68,6,18.78,1,1,26,0,10,372,4,1,0,1,0,0,0,1,0,21,1,8932.44361111,0,0,0.173913043478
69,8,437.94,1,1,57,0,25,379,4,0,1,1,0,0,0,0,0,17,20,9099.05638889,0,0,0.142857142857
70,13,65.28,1,0,31,0,65,0,1,1,0,1,1,0,0,1,1,16,16,0.126666666667,0,0,1.0
71,8,80.0,0,1,36,2,36,159,3,1,0,0,0,1,1,1,0,21,16,3811.87305556,0,0,0.125
72,8,20.0,1,1,81,6,74,36,3,1,0,1,1,1,1,1,0,20,17,861.039166667,0,0,0.222222222222
73,6,80.0,1,1,28,0,100,0,1,1,0,1,1,1,0,1,0,3,3,0.000277777777778,0,0,0.166666666667
74,12,69.24,1,1,44,26,16,463,1,1,0,0,0,0,0,1,0,23,3,11115.6577778,0,0,0.702702702703
75,12,57.7,1,1,44,28,22,463,1,1,0,0,0,0,0,1,0,23,4,11116.285,0,0,0.527777777778
76,10,1000.0,1,1,50,1,45,300,3,1,1,0,1,1,1,1,0,22,21,7198.49333333,0,0,0.142857142857
77,11,16.12,1,1,22,0,20,86,4,0,0,1,0,0,0,0,0,13,15,2066.79638889,0,0,0.15
78,11,405.45,1,1,81,23,47,1185,3,0,1,1,0,0,0,0,0,10,13,28443.6061111,0,0,0.130434782609
79,11,32.06,1,1,106,0,21,710,3,0,1,1,0,1,0,0,0,9,14,17044.7186111,0,0,0.0888888888889
80,0,1058.96,1,0,18,0,14,0,1,1,0,0,0,0,0,1,0,15,15,0.000277777777778,0,0,0.266666666667
81,8,149.68,1,1,41,2,0,320,4,1,0,1,0,0,1,0,0,23,15,7672.21388889,0,0,0.296296296296
82,8,311.58,1,1,53,18,15,533,3,1,1,1,0,0,0,1,0,16,16,12792.2805556,0,0,0.153846153846
83,9,38963.53,1,1,52,13,281,1,3,1,1,0,0,0,0,1,0,18,16,22.0613888889,0,0,0.127659574468
84,0,4250.0,1,0,19,0,0,43,3,1,0,1,0,0,0,0,0,20,18,1029.52305556,0,0,0.125
85,6,45.38,1,1,37,0,29,724,4,0,0,1,0,0,0,0,0,3,23,17372.0619444,0,0,0.151515151515
86,11,1023.84,1,1,32,0,32,0,3,1,0,0,0,0,0,1,0,17,17,0.000277777777778,0,0,0.137931034483
87,10,255.08,0,1,54,658,48,1144,3,1,1,1,1,1,0,1,0,21,18,27453.2633333,0,0,0.4
88,5,875.08,1,1,27,4,44,608,1,1,0,1,0,0,1,1,0,18,18,14592.0983333,0,0,0.190476190476
89,8,2351.76,1,1,47,85,114,456,3,0,1,1,1,1,0,0,0,16,18,10946.1416667,0,0,0.142857142857
90,8,1295.0,1,1,113,14,158,247,3,1,1,0,0,0,0,0,0,19,19,5927.7175,0,0,0.255813953488
91,8,39.64,1,1,30,0,58,56,3,0,0,1,1,1,0,0,0,9,0,1358.535,0,0,0.16
92,0,264.74,1,1,27,56,1,232,5,1,0,0,0,0,0,0,0,21,2,5572.26777778,0,0,0.291666666667
93,0,705.5,1,0,46,0,140,3,3,1,1,1,0,0,1,1,0,22,9,58.9697222222,0,0,0.222222222222
94,6,10.0,1,0,31,1,43,53,3,1,0,1,1,1,0,1,0,5,0,1266.93166667,0,0,0.269230769231
95,6,579.18,1,1,45,58,55,211,3,1,0,1,0,0,1,1,0,18,2,5071.72666667,0,0,0.257142857143
96,6,55.29,1,1,49,10,9,682,4,1,0,1,1,1,1,1,0,19,2,16374.6180556,0,0,0.116279069767
97,5,4462.18,0,1,20,1,22,359,1,1,1,1,0,0,1,1,0,18,0,8621.94166667,0,0,0.384615384615
98,11,1699.0,1,1,77,6,3,919,3,1,1,1,1,1,0,1,0,0,21,22052.1041667,0,0,0.360655737705
99,8,220.9,1,1,46,1,46,1103,4,1,0,0,0,0,0,1,0,19,16,26468.67,0,0,1.0
100,5,539.0,0,1,61,19,22,836,3,1,1,1,0,0,1,1,0,21,18,20061.4541667,0,0,0.12962962963
101,11,1946.92,1,1,41,0,113,0,1,1,1,0,0,0,0,1,0,18,18,0.000277777777778,0,0,0.15625
102,11,900.0,1,1,63,14,28,779,3,1,0,1,1,1,1,1,0,1,18,18688.9222222,0,0,0.153846153846
103,6,146.89,1,1,28,16,41,186,3,0,0,1,0,0,0,0,0,20,2,4469.99722222,0,0,0.166666666667
104,5,50.46,1,1,68,36,10,196,1,1,0,1,0,0,0,1,0,0,19,4699.03694444,0,0,0.208333333333
105,11,5220.0,1,1,46,3,49,671,4,1,1,1,0,0,0,1,0,15,19,16108.8630556,0,0,0.19512195122
106,8,420.5,0,1,86,0,38,700,4,1,0,1,0,0,1,1,0,20,19,16799.2761111,0,0,0.123287671233
107,11,150.0,0,1,48,0,25,699,3,1,1,1,0,0,1,1,0,17,20,16778.9666667,0,0,0.2
108,5,285.94,1,1,17,2,30,398,1,1,1,1,0,0,1,1,0,18,19,9552.84472222,0,0,0.125
109,5,728.05,1,1,68,8,35,132,3,1,1,1,1,1,0,1,0,19,20,3168.5425,0,0,0.101694915254
110,6,376.11,0,1,59,71,270,823,3,1,1,1,1,1,0,1,0,15,20,19756.7338889,0,0,0.564102564103
111,8,195.0,1,1,58,3,57,129,3,1,0,1,0,1,0,1,0,12,19,3103.01805556,0,0,0.142857142857
112,0,50.0,1,0,44,19,15,332,3,1,0,0,0,0,0,1,0,19,18,7967.38888889,0,0,0.121212121212
113,5,119.73,1,1,37,3,26,89,3,0,0,1,1,1,0,0,0,17,17,2136.01583333,0,0,0.157894736842
114,8,171.0,0,0,43,0,147,0,3,1,0,0,0,0,0,1,0,20,20,0.000277777777778,0,0,0.166666666667
115,5,113.58,1,1,62,0,13,99,3,1,0,0,0,0,0,1,0,21,20,2374.79638889,0,0,0.21568627451
116,11,5177.67,1,1,46,1,16,480,3,1,0,0,0,0,1,1,0,17,16,11519.1313889,0,0,0.210526315789
117,0,229.62,1,0,39,0,30,440,4,0,0,1,0,0,0,0,0,15,12,10557.4869444,0,0,0.142857142857
118,11,2251.12,1,1,93,0,99,65,3,0,1,0,0,0,0,0,0,23,15,1552.13972222,0,0,0.12987012987
119,11,1935.09,1,1,19,3,39,594,4,0,0,1,0,1,0,0,0,12,15,14259.8455556,0,0,0.176470588235
120,8,1640.73,1,1,39,22,15,454,3,0,1,1,1,0,0,0,0,11,19,10904.8213889,0,0,0.2
121,0,198.81,1,0,27,1,15,154,3,1,0,1,0,0,0,1,0,20,17,3692.31222222,0,0,0.217391304348
122,11,3857.42,1,1,52,93,55,519,3,0,1,1,0,0,0,0,0,15,13,12453.5291667,0,0,0.0212765957447
123,6,709.93,1,1,51,0,25,0,3,0,1,0,0,0,0,0,0,14,14,0.000277777777778,0,0,0.111111111111
124,12,863.38,1,1,11,8,143,121,3,0,0,0,0,0,0,0,0,22,19,2900.51972222,0,0,0.2
125,11,1555.0,1,1,51,2,44,737,3,1,0,1,1,0,0,1,0,15,14,17687.5205556,0,0,0.190476190476
126,8,130.0,0,1,88,7,27,377,3,1,1,1,1,1,0,1,0,16,19,9050.95527778,0,0,0.135135135135
127,11,1537.35,1,1,24,0,87,0,3,0,1,0,0,0,0,0,0,19,19,0.0213888888889,0,0,0.277777777778
128,0,37592.1,1,0,43,0,9,0,1,0,0,1,0,0,0,0,1,19,19,0.154444444444,0,0,1.0
129,8,40.0,1,1,32,19,21,919,3,1,0,0,0,0,1,1,0,3,19,22048.1266667,0,0,0.269230769231
130,6,150.0,1,1,30,11,0,306,3,1,0,0,0,0,0,0,1,23,13,7333.72972222,1,0,0.263157894737
131,11,4664.85,1,1,48,0,4,0,1,1,0,0,0,0,0,1,1,23,23,0.136666666667,0,0,1.0
132,11,4282.0,1,1,31,6,41,429,4,1,1,0,0,0,0,1,0,22,1,10299.1925,0,0,0.315789473684
133,8,110.83,1,1,38,32,0,223,3,0,0,1,0,0,0,0,0,20,17,5349.57916667,0,0,0.25
134,5,1271.0,0,1,42,1153,65,840,3,1,1,1,0,0,0,1,0,14,18,20163.2186111,0,0,0.344827586207
135,11,809.0,1,1,68,84,79,1455,3,1,1,1,1,0,1,1,0,23,18,34914.9502778,0,0,0.196428571429
136,11,44.18,1,1,27,0,10,23,4,1,0,1,0,0,1,1,0,17,18,552.328611111,0,0,0.125
137,8,18.0,0,1,47,1,70,150,3,0,0,1,1,1,0,0,0,18,8,3589.1275,0,0,0.189189189189
138,0,174.04,1,0,41,33,64,301,3,0,1,0,1,1,0,0,0,18,19,7224.76833333,0,0,0.176470588235
139,5,2244.12,1,1,70,0,29,673,1,0,0,0,0,0,0,0,0,13,13,16151.4438889,0,0,0.203703703704
140,6,450.0,1,1,31,21,1,328,3,1,0,0,0,0,0,0,1,23,23,7872.05638889,1,0,0.263157894737
141,6,3626.18,1,1,38,2,116,75,3,1,1,1,0,0,0,1,0,6,18,1787.81361111,0,0,0.192307692308
142,4,297.1,0,1,22,2,42,706,4,1,0,1,0,0,1,0,0,14,13,16942.3183333,0,0,0.0952380952381
143,10,2010.0,1,1,68,0,83,35,3,1,1,0,0,0,1,1,0,16,19,842.664166667,0,0,0.145454545455
144,13,598.06,1,1,30,0,5,0,1,1,0,0,0,0,0,1,1,9,9,0.000277777777778,0,0,0.47619047619
145,8,1700.0,1,1,78,26,189,586,3,1,0,1,0,0,0,1,0,5,14,14048.075,0,0,0.1875
146,5,176.72,1,1,57,4,16,77,3,1,0,1,1,1,0,1,0,15,20,1852.59833333,0,0,0.155555555556
147,8,65.22,1,1,39,2,28,1,3,0,0,1,1,1,0,0,0,10,9,22.8705555556,0,0,0.0606060606061
148,11,2693.56,1,1,86,7,56,574,3,0,1,1,0,0,0,0,0,19,10,13767.5025,0,0,0.133333333333
149,5,8991.21,0,0,36,0,0,0,1,0,0,0,0,0,0,0,1,14,15,0.62,0,0,0.166666666667
150,5,1182.28,1,1,27,1,22,812,4,1,0,1,0,0,0,1,0,18,20,19490.2038889,0,0,0.157894736842
151,11,750.0,1,1,65,0,18,1502,4,1,1,0,1,1,1,1,0,16,18,36050.17,0,0,0.153846153846
152,8,2314.98,1,1,21,165,-37,394,3,1,0,0,1,1,0,1,0,20,17,9452.44222222,0,0,0.166666666667
153,5,383.28,1,1,74,0,22,25,3,1,0,1,1,1,0,1,0,17,18,600.623333333,0,0,0.145161290323
154,0,2171.68,0,0,22,62,0,1039,4,1,0,1,1,1,0,0,0,21,17,24932.6563889,0,0,0.157894736842
155,0,232.47,1,0,56,30,19,345,3,0,1,0,1,1,0,1,0,18,18,8279.50388889,0,0,0.170212765957
156,6,458.96,0,1,40,3,19,416,3,1,0,0,0,0,0,0,0,20,21,9985.16138889,0,0,0.142857142857
157,6,1090.43,1,1,38,11,21,611,3,1,0,1,0,0,1,1,0,16,22,14669.9783333,0,0,0.151515151515
158,4,215.95,1,1,21,0,153,259,1,1,0,0,0,0,0,1,0,19,22,6219.60944444,0,0,0.222222222222
159,8,79.79,1,1,31,24,190,217,3,1,1,0,0,0,0,0,0,15,0,5216.85861111,0,0,0.36
160,8,137.49,1,1,32,26,212,217,3,1,1,0,0,0,0,0,0,15,0,5216.89194444,0,0,0.36
161,5,180.0,0,1,42,0,11,0,1,1,0,0,0,0,0,0,1,21,21,0.0419444444444,0,0,0.135135135135
162,0,20250.0,1,0,17,1,40,650,4,1,0,1,0,0,0,0,0,11,12,15600.3522222,0,0,0.125
163,11,39636.86,0,1,45,2,145,366,3,0,1,0,0,0,0,0,0,9,16,8791.36138889,0,0,0.114285714286
164,8,37.01,1,1,21,0,38,278,3,0,1,1,0,1,0,0,0,10,10,6672.15166667,0,0,0.157894736842
165,11,10250.0,1,1,17,3,178,287,3,1,1,0,1,1,1,1,0,17,13,6883.8225,0,0,0.181818181818
166,8,4849.81,1,1,43,2,115,0,3,1,1,0,0,0,0,1,0,1,1,0.119722222222,0,0,0.151515151515
167,6,598.72,1,1,30,21,54,55,3,1,1,1,1,0,1,1,0,16,20,1323.50916667,0,0,0.217391304348
168,0,136.85,1,0,35,0,4,89,3,1,0,0,1,1,0,1,0,23,0,2137.02222222,0,0,0.206896551724
169,5,59.25,0,0,74,161,39,503,3,0,0,1,1,1,0,0,0,18,0,12078.8763889,0,0,0.172413793103
170,8,275.0,1,1,65,3,23,117,3,1,0,1,1,0,0,1,0,19,2,2815.22833333,0,0,0.145454545455
171,5,11.54,1,1,33,0,12,397,3,1,0,1,1,1,0,1,0,23,3,9531.70861111,0,0,0.2
172,5,287.91,1,1,36,73,186,278,1,0,0,1,1,1,0,0,0,1,3,6674.1,0,0,0.172413793103
173,4,54.74,1,1,29,0,19,26,3,1,0,1,0,0,1,1,0,21,19,621.666666667,0,0,0.2
174,11,28641.36,1,1,20,1,157,496,4,1,1,0,1,0,1,1,0,22,19,11901.0972222,0,0,0.3125
175,0,1529.12,1,0,16,40,78,813,3,1,1,1,0,0,0,1,0,17,18,19512.4769444,0,0,0.133333333333
176,0,91.66,1,0,32,3,0,846,3,1,1,0,0,0,0,1,0,1,23,20301.9972222,0,0,0.153846153846
177,5,319.47,1,1,9,0,1,0,1,1,0,1,0,0,0,1,1,5,5,0.005,0,0,0.428571428571
178,11,363.96,1,1,64,1,15,408,4,1,0,0,1,1,0,1,0,20,15,9787.00472222,0,0,0.137254901961
179,5,3648.39,1,1,24,10,72,510,1,0,0,1,1,1,0,0,0,15,15,12240.0036111,0,0,0.5
180,11,1579.31,1,1,28,0,98,0,3,0,1,1,0,0,0,0,0,11,11,0.0216666666667,0,0,0.142857142857
181,6,857.52,1,1,38,0,5,0,1,1,0,0,0,0,0,1,1,18,18,0.000277777777778,0,0,0.2
182,10,25.32,1,1,57,1,5,654,4,1,0,0,0,0,1,1,0,0,2,15697.7147222,0,0,0.196078431373
183,12,1164.46,1,1,27,0,1,0,1,1,0,1,0,0,0,1,1,2,2,0.0544444444444,0,0,0.166666666667
184,5,342.47,1,1,6,0,25,1,3,0,1,0,1,1,0,0,0,2,7,5.0,0,0,1.0
185,8,1259.52,1,1,12,0,41,0,1,1,0,1,0,0,0,1,0,3,3,0.676666666667,0,0,0.181818181818
186,13,630.11,0,1,39,19,155,196,3,1,0,1,0,0,0,1,0,22,19,4700.8375,0,0,0.121212121212
187,8,0.0,1,1,48,0,153,0,1,0,1,0,0,0,0,0,1,0,0,0.000277777777778,0,0,0.205128205128
188,5,332.1,1,1,50,0,21,90,1,1,0,1,1,1,1,1,0,14,17,2163.06611111,0,0,0.214285714286
189,8,158.81,1,1,46,74,80,803,3,1,0,0,1,1,0,1,0,22,18,19267.7313889,0,0,0.176470588235
190,8,15191.39,1,1,73,4,67,172,1,1,1,1,1,1,0,1,0,18,14,4124.16333333,0,0,0.161290322581
191,11,16150.0,1,1,12,1,128,176,4,1,1,0,0,0,0,1,0,16,16,4223.64861111,0,0,0.181818181818
192,11,5530.28,1,1,15,0,114,0,3,0,1,0,0,0,0,0,0,16,16,0.00722222222222,0,0,0.230769230769
193,8,3212.34,0,1,69,43,3,1065,3,1,1,0,0,0,1,0,0,1,0,25559.0211111,0,0,0.0980392156863
194,5,261.94,1,1,27,0,21,300,4,1,0,1,1,1,0,0,0,6,6,7200.6725,0,0,0.260869565217
195,5,841.0,1,1,33,1,7,235,1,1,0,0,1,0,0,1,0,4,18,5630.64611111,0,0,1.0
196,0,4072.64,1,0,40,5,116,137,3,1,0,0,1,0,0,1,0,22,20,3286.85,0,0,0.193548387097
197,10,106.19,1,1,22,3,9,539,4,0,0,0,1,1,0,0,0,21,21,12935.6541667,0,0,0.210526315789
198,0,732.28,1,0,31,0,19,280,3,1,0,0,0,0,0,1,0,22,21,6719.405,0,0,0.166666666667
199,11,19148.68,1,1,45,8,78,760,3,1,0,0,1,1,1,1,0,21,21,18239.5958333,0,0,0.2
200,8,1426.83,1,1,23,11,48,130,3,0,1,1,1,1,0,0,0,12,21,3129.04194444,0,0,0.166666666667
201,8,582.98,1,1,21,0,89,34,3,0,1,1,1,1,0,0,0,19,22,819.056111111,0,0,0.222222222222
202,5,958.41,1,1,34,0,1,0,1,1,0,0,0,0,0,1,1,23,3,4.34055555556,0,0,0.222222222222
203,8,225.33,1,1,22,0,46,473,4,0,0,1,1,1,0,0,0,3,11,11335.9716667,0,0,0.166666666667
204,8,284.31,1,1,75,1,26,373,3,0,0,1,0,1,0,0,0,11,11,8952.29138889,0,0,0.15625
205,6,7400.0,1,1,49,0,36,49,3,1,1,1,1,1,1,1,0,16,11,1170.86777778,0,0,0.238095238095
206,13,1904.94,1,0,40,0,0,537,4,1,0,0,0,0,0,0,1,23,12,12876.3697222,0,0,0.03125
207,5,424.32,1,1,49,42,15,129,3,1,1,1,1,1,0,1,0,18,18,3095.29944444,0,0,0.314285714286
208,11,9830.0,1,1,28,9,55,1118,3,1,1,1,1,1,0,1,0,17,18,26832.8563889,0,0,0.363636363636
209,10,20.0,1,1,20,0,84,6,3,1,0,1,1,0,1,1,0,20,21,144.989722222,0,0,0.294117647059
210,11,62.7,0,1,137,5,27,529,4,1,0,1,0,0,1,1,0,19,12,12689.64,0,0,0.15625
211,5,56.43,1,1,23,13,24,1324,4,1,0,0,0,0,1,1,0,3,21,31769.8575,0,0,0.0952380952381
212,5,86.38,1,1,4,0,87,0,1,1,0,0,0,0,0,1,1,18,18,0.000555555555556,0,0,0.333333333333
213,0,3780.0,1,0,32,0,59,794,4,1,1,0,0,0,1,1,0,19,16,19052.9877778,0,0,0.107142857143
214,8,650.0,1,1,58,0,64,0,3,1,1,1,0,1,1,1,0,17,18,0.629166666667,0,0,0.196078431373
215,0,265.74,1,0,29,2,17,158,1,1,0,1,0,0,1,1,0,20,12,3784.34888889,0,0,0.32
216,8,611.0,1,1,34,4,152,100,4,1,1,0,0,0,1,1,0,15,18,2402.33694444,0,0,0.166666666667
217,0,1135.86,1,0,24,1,40,384,3,1,0,0,1,1,1,1,0,17,18,9216.8175,0,0,0.176470588235
218,8,1427.45,1,1,40,15,63,473,3,0,0,1,1,1,0,0,0,5,1,11348.1336111,0,0,0.121212121212
219,11,0.0,1,1,42,0,20,7,1,1,0,0,1,0,0,1,1,1,3,170.044444444,0,0,0.868421052632
220,6,651.96,1,1,38,14,24,797,3,1,0,1,1,1,0,1,0,0,4,19131.2311111,0,0,0.321428571429
221,6,27.37,0,0,69,21,9,318,1,1,1,1,0,0,0,1,0,20,12,7624.05,0,0,0.166666666667
222,8,290.5,1,1,27,0,39,1,3,0,1,0,1,1,0,0,0,12,12,24.2966666667,0,0,0.08
223,11,2948.19,1,1,56,0,39,1197,4,0,1,1,1,1,0,0,0,17,16,28727.34,0,0,0.0816326530612
224,8,1018.98,1,1,64,95,85,450,3,1,1,1,0,0,0,1,0,23,12,10789.7813889,0,0,0.25641025641
225,8,20.0,1,0,17,93,28,505,3,1,1,1,1,1,1,1,0,15,13,12117.6711111,0,0,0.2
226,8,1710.0,1,1,29,18,16,602,3,1,1,1,0,0,1,1,0,18,20,14449.1344444,0,0,0.318181818182
